3.906250000000000000e-02,-3.076171875000000000e+00,-2.365639084018766880e-04
3.906250000000000000e-02,-3.027343750000000000e+00,-4.748051869682967663e-04
3.906250000000000000e-02,-2.978515625000000000e+00,-7.164081325754523277e-04
3.906250000000000000e-02,-2.929687500000000000e+00,-9.630855638533830643e-04
3.906250000000000000e-02,-2.880859375000000000e+00,-1.216597273014485836e-03
3.906250000000000000e-02,-2.832031250000000000e+00,-1.478763530030846596e-03
3.906250000000000000e-02,-2.783203125000000000e+00,-1.751480624079704285e-03
3.906250000000000000e-02,-2.734375000000000000e+00,-2.036737278103828430e-03
3.906250000000000000e-02,-2.685546875000000000e+00,-2.336632460355758667e-03
3.906250000000000000e-02,-2.636718750000000000e+00,-2.653393894433975220e-03
3.906250000000000000e-02,-2.587890625000000000e+00,-2.989396220073103905e-03
3.906250000000000000e-02,-2.539062500000000000e+00,-3.347182646393775940e-03
3.906250000000000000e-02,-2.490234375000000000e+00,-3.729485440999269485e-03
3.906250000000000000e-02,-2.441406250000000000e+00,-4.139248281717300415e-03
3.906250000000000000e-02,-2.392578125000000000e+00,-4.579648375511169434e-03
3.906250000000000000e-02,-2.343750000000000000e+00,-5.054122302681207657e-03
3.906250000000000000e-02,-2.294921875000000000e+00,-5.566386971622705460e-03
3.906250000000000000e-02,-2.246093750000000000e+00,-6.120463833212852478e-03
3.906250000000000000e-02,-2.197265625000000000e+00,-6.720702629536390305e-03
3.906250000000000000e-02,-2.148437500000000000e+00,-7.371799554675817490e-03
3.906250000000000000e-02,-2.099609375000000000e+00,-8.078812621533870697e-03
3.906250000000000000e-02,-2.050781250000000000e+00,-8.847177028656005859e-03
3.906250000000000000e-02,-2.001953125000000000e+00,-9.682701900601387024e-03
3.906250000000000000e-02,-1.953125000000000000e+00,-1.059156935662031174e-02
3.906250000000000000e-02,-1.904296875000000000e+00,-1.158030889928340912e-02
3.906250000000000000e-02,-1.855468750000000000e+00,-1.265576202422380447e-02
3.906250000000000000e-02,-1.806640625000000000e+00,-1.382501982152462006e-02
3.906250000000000000e-02,-1.757812500000000000e+00,-1.509533356875181198e-02
3.906250000000000000e-02,-1.708984375000000000e+00,-1.647399179637432098e-02
3.906250000000000000e-02,-1.660156250000000000e+00,-1.796815916895866394e-02
3.906250000000000000e-02,-1.611328125000000000e+00,-1.958466880023479462e-02
3.906250000000000000e-02,-1.562500000000000000e+00,-2.132975682616233826e-02
3.906250000000000000e-02,-1.513671875000000000e+00,-2.320874668657779694e-02
3.906250000000000000e-02,-1.464843750000000000e+00,-2.522566355764865875e-02
3.906250000000000000e-02,-1.416015625000000000e+00,-2.738279476761817932e-02
3.906250000000000000e-02,-1.367187500000000000e+00,-2.968016825616359711e-02
3.906250000000000000e-02,-1.318359375000000000e+00,-3.211499378085136414e-02
3.906250000000000000e-02,-1.269531250000000000e+00,-3.468102589249610901e-02
3.906250000000000000e-02,-1.220703125000000000e+00,-3.736791759729385376e-02
3.906250000000000000e-02,-1.171875000000000000e+00,-4.016050696372985840e-02
3.906250000000000000e-02,-1.123046875000000000e+00,-4.303815960884094238e-02
3.906250000000000000e-02,-1.074218750000000000e+00,-4.597406834363937378e-02
3.906250000000000000e-02,-1.025390625000000000e+00,-4.893464595079421997e-02
3.906250000000000000e-02,-9.765625000000000000e-01,-5.187896266579627991e-02
3.906250000000000000e-02,-9.277343750000000000e-01,-5.475824698805809021e-02
3.906250000000000000e-02,-8.789062500000000000e-01,-5.751550942659378052e-02
3.906250000000000000e-02,-8.300781250000000000e-01,-6.008534505963325500e-02
3.906250000000000000e-02,-7.812500000000000000e-01,-6.239375844597816467e-02
3.906250000000000000e-02,-7.324218750000000000e-01,-6.435817480087280273e-02
3.906250000000000000e-02,-6.835937500000000000e-01,-6.588777154684066772e-02
3.906250000000000000e-02,-6.347656250000000000e-01,-6.688411533832550049e-02
3.906250000000000000e-02,-5.859375000000000000e-01,-6.724247336387634277e-02
3.906250000000000000e-02,-5.371093750000000000e-01,-6.685409694910049438e-02
