1:x 2:y 3:p 4:u.x 5:u.y 6:g.x 7:g.y 8:pf 9:uf.x 10:uf.y 11:f 12:predicted_ux
0 -0.439456 0 -0.00156473 -1.30467e-05 0 -0.0143514 0 -0.00156457 -1.30536e-05 0 0.0268964
0 -0.390628 0 -0.00159037 -1.26045e-05 0 -0.013865 0 -0.00159024 -1.2611e-05 0 0.0280594
0 -0.3418 0 -0.00161509 -1.21363e-05 0 -0.01335 0 -0.00161499 -1.21424e-05 0 0.0291249
0 -0.292972 0 -0.00163886 -1.16437e-05 0 -0.0128081 0 -0.00163878 -1.16495e-05 0 0.0300596
0 -0.244144 0 -0.00166161 -1.11282e-05 0 -0.012241 0 -0.00166157 -1.11335e-05 0 0.0308381
0 -0.195315 0 -0.00168331 -1.05911e-05 0 -0.0116502 0 -0.0016833 -1.05961e-05 0 0.0314409
0 -0.146487 0 -0.00170391 -1.00339e-05 0 -0.0110373 0 -0.00170393 -1.00386e-05 0 0.0318488
0 -0.0976593 0 -0.00172338 -9.45789e-06 0 -0.0104037 0 -0.00172343 -9.46231e-06 0 0.0320487
0 -0.0488312 0 -0.00174168 -8.86415e-06 0 -0.00975057 0 -0.00174176 -8.86833e-06 0 0.0320336
0 -3.125e-06 0 -0.00175877 -8.25367e-06 0 -0.00907904 0 -0.00175889 -8.25765e-06 0 0.0318038
0 0.048825 0 -0.00177462 -7.62726e-06 0 -0.00838998 0 -0.00177478 -7.63106e-06 0 0.0313668
0 0.097653 0 -0.00178921 -6.98558e-06 0 -0.00768414 0 -0.0017894 -6.98924e-06 0 0.0307363
0 0.146481 0 -0.00180249 -6.32926e-06 0 -0.00696218 0 -0.00180272 -6.33278e-06 0 0.0299317
0 0.195309 0 -0.00181445 -5.65883e-06 0 -0.00622471 0 -0.00181471 -5.66223e-06 0 0.0289723
0 0.244137 0 -0.00182506 -4.97478e-06 0 -0.00547226 0 -0.00182535 -4.97808e-06 0 0.0278851
0 0.292965 0 -0.00183428 -4.27757e-06 0 -0.00470533 0 -0.00183461 -4.28075e-06 0 0.0267038
0 0.341793 0 -0.0018421 -3.56763e-06 0 -0.0039244 0 -0.00184246 -3.57071e-06 0 0.0254535
0 0.390621 0 -0.00184848 -2.84537e-06 0 -0.00312991 0 -0.00184888 -2.84835e-06 0 0.0241529
0 0.43945 0 -0.00185341 -2.11118e-06 0 -0.00232229 0 -0.00185385 -2.11408e-06 0 0.0228242
0 0.488278 0 -0.00185686 -1.36541e-06 0 -0.00150195 0 -0.00185733 -1.36819e-06 0 0.0214953
0 0.537106 0 -0.0018588 -6.08479e-07 0 -0.000669327 0 -0.00185931 -6.11161e-07 0 0.0201868
0 0.585934 0 -0.00185922 1.59147e-07 0 0.000175062 0 -0.00185976 1.56602e-07 0 0.0189223
0 0.634762 0 -0.0018581 9.36969e-07 0 0.00103067 0 -0.00185867 9.34548e-07 0 0.0177173
0 0.68359 0 -0.00185541 1.72444e-06 0 0.00189688 0 -0.00185601 1.72218e-06 0 0.0165672
0 0.732418 0 -0.00185114 2.52094e-06 0 0.00277303 0 -0.00185177 2.51884e-06 0 0.0154726
0 0.781246 0 -0.00184526 3.32578e-06 0 0.00365836 0 -0.00184593 3.32388e-06 0 0.0144408
0 0.830074 0 -0.00183777 4.13825e-06 0 0.00455207 0 -0.00183847 4.13653e-06 0 0.0134831
0 0.878902 0 -0.00182865 4.95756e-06 0 0.00545332 0 -0.00182938 4.95605e-06 0 0.0126022
0 0.92773 0 -0.00181788 5.78292e-06 0 0.00636121 0 -0.00181864 5.78162e-06 0 0.0117896
0 0.976558 0 -0.00180546 6.61343e-06 0 0.00727478 0 -0.00180625 6.61237e-06 0 0.0110404
0 1.02539 0 -0.00179137 7.44819e-06 0 0.00819301 0 -0.00179219 7.44737e-06 0 0.0103555
0 1.07421 0 -0.00177561 8.28623e-06 0 0.00911485 0 -0.00177645 8.28566e-06 0 0.00973393
0 1.12304 0 -0.00175817 9.12651e-06 0 0.0100392 0 -0.00175904 9.12622e-06 0 0.00916963
0 1.17187 0 -0.00173905 9.96796e-06 0 0.0109648 0 -0.00173995 9.96795e-06 0 0.00865745
0 1.2207 0 -0.00171824 1.08094e-05 0 0.0118904 0 -0.00171917 1.08097e-05 0 0.00819275
0 1.26953 0 -0.00169576 1.16497e-05 0 0.0128146 0 -0.00169671 1.16503e-05 0 0.00776912
0 1.31835 0 -0.0016716 1.24874e-05 0 0.0137361 0 -0.00167257 1.24884e-05 0 0.00738206
0 1.36718 0 -0.00164576 1.33212e-05 0 0.0146533 0 -0.00164676 1.33226e-05 0 0.00702877
0 1.41601 0 -0.00161826 1.41497e-05 0 0.0155646 0 -0.00161929 1.41514e-05 0 0.00670674
0 1.46484 0 -0.00158912 1.49711e-05 0 0.0164682 0 -0.00159016 1.49733e-05 0 0.00641377
0 1.51367 0 -0.00155834 1.57836e-05 0 0.017362 0 -0.0015594 1.57863e-05 0 0.00614736
0 1.5625 0 -0.00152595 1.65853e-05 0 0.0182438 0 -0.00152703 1.65886e-05 0 0.00590541
0 1.61132 0 -0.00149196 1.73739e-05 0 0.0191113 0 -0.00149306 1.73778e-05 0 0.00568585
0 1.66015 0 -0.00145642 1.81469e-05 0 0.0199616 0 -0.00145753 1.81514e-05 0 0.00548647
0 1.70898 0 -0.00141935 1.89015e-05 0 0.0207916 0 -0.00142047 1.89068e-05 0 0.00530479
0 1.75781 0 -0.00138079 1.96347e-05 0 0.0215982 0 -0.00138193 1.96409e-05 0 0.00513869
0 1.80664 0 -0.00134079 2.03434e-05 0 0.0223777 0 -0.00134193 2.03504e-05 0 0.00498697
0 1.85546 0 -0.00129941 2.10241e-05 0 0.0231265 0 -0.00130055 2.1032e-05 0 0.00484787
0 1.90429 0 -0.0012567 2.16734e-05 0 0.0238407 0 -0.00125784 2.16821e-05 0 0.00471981
0 1.95312 0 -0.00121272 2.22877e-05 0 0.0245165 0 -0.00121386 2.22973e-05 0 0.00460242
0 2.00195 0 -0.00116756 2.28637e-05 0 0.02515 0 -0.00116869 2.28741e-05 0 0.00449485
0 2.05078 0 -0.0011213 2.3398e-05 0 0.0257378 0 -0.0011224 2.34092e-05 0 0.00439628
0 2.0996 0 -0.00107401 2.38878e-05 0 0.0262766 0 -0.0010751 2.38996e-05 0 0.00430616
0 2.14843 0 -0.00102579 2.43306e-05 0 0.0267636 0 -0.00102685 2.43429e-05 0 0.00422345
0 2.19726 0 -0.000976737 2.47243e-05 0 0.0271967 0 -0.000977774 2.47369e-05 0 0.00414756
0 2.24609 0 -0.000926953 2.50676e-05 0 0.0275744 0 -0.000927956 2.50804e-05 0 0.00407808
0 2.29492 0 -0.000876538 2.536e-05 0 0.027896 0 -0.000877503 2.53727e-05 0 0.00401452
0 2.34374 0 -0.000825593 2.56018e-05 0 0.028162 0 -0.000826517 2.56142e-05 0 0.00395642
0 2.39257 0 -0.000774219 2.57944e-05 0 0.0283738 0 -0.000775096 2.58063e-05 0 0.00390357
0 2.4414 0 -0.00072251 2.59398e-05 0 0.0285338 0 -0.000723339 2.5951e-05 0 0.00385566
0 2.49023 0 -0.00067056 2.60409e-05 0 0.0286449 0 -0.000671337 2.60511e-05 0 0.00381232
0 2.53906 0 -0.000618453 2.6101e-05 0 0.0287111 0 -0.000619176 2.61103e-05 0 0.00377333
0 2.58788 0 -0.000566267 2.61243e-05 0 0.0287367 0 -0.000566933 2.61324e-05 0 0.00373853
0 2.63671 0 -0.00051407 2.61149e-05 0 0.0287264 0 -0.000514679 2.6122e-05 0 0.00370772
0 2.68554 0 -0.000461924 2.60773e-05 0 0.028685 0 -0.000462474 2.60832e-05 0 0.00368076
0 2.73437 0 -0.00040988 2.60151e-05 0 0.0286167 0 -0.00041037 2.60209e-05 0 0.00365751
0 2.7832 0 -0.000357983 2.5935e-05 0 0.0285285 0 -0.000358413 2.59355e-05 0 0.00363791
0 2.83203 0 -0.000306263 2.584e-05 0 0.028424 0 -0.00030663 2.5848e-05 0 0.0036219
0 2.88085 0 -0.000254743 2.57389e-05 0 0.0283127 0 -0.000255053 2.57286e-05 0 0.00360934
0 2.92968 0 -0.000203426 2.56428e-05 0 0.0282071 0 -0.000203674 2.56502e-05 0 0.00360018
0 2.97851 0 -0.000152306 2.55387e-05 0 0.0280925 0 -0.000152482 2.55421e-05 0 0.00359439
0 3.02734 0 -0.000101392 2.54477e-05 0 0.0279924 0 -0.00010152 2.54202e-05 0 0.00359251
0 3.07617 0 -5.06367e-05 2.53784e-05 0 0.0279162 0 -5.06915e-05 2.54082e-05 0 0.00359269
0 3.12499 -0.00067865 -2.52795e-05 2.53425e-05 0 7.13646e-06 0 -2.52769e-05 2.52769e-05 0 0.00359269

0.0488281 -3.125 0 -1.24788e-05 -2.50793e-05 -0.0137267 0 0 -1.21533e-05 -2.54807e-05 0 0.00361492
0.0488281 -3.07617 0.00134703 -2.48814e-05 -2.48921e-05 -0.0273695 -0.0273814 0 -2.46726e-05 -2.46779e-05 0 0.00361965
0.0488281 -3.02734 0.00267396 -4.96735e-05 -2.47243e-05 -0.0546408 -0.0271968 0 -4.96212e-05 -2.47321e-05 0 0.00363088
0.0488281 -2.97852 0.00400296 -7.44506e-05 -2.47575e-05 -0.0818957 -0.0272332 0 -7.44507e-05 -2.47553e-05 0 0.00364569
0.0488281 -2.92969 0.00533345 -9.92368e-05 -2.47912e-05 -0.109161 -0.0272703 0 -9.92529e-05 -2.47872e-05 0 0.00366418
0.0488281 -2.88086 0.00666608 -0.000124056 -2.48392e-05 -0.136461 -0.0273231 0 -0.000124076 -2.48351e-05 0 0.00368643
0.0488281 -2.83203 0.00800172 -0.000148928 -2.49032e-05 -0.16382 -0.0273935 0 -0.000148949 -2.48993e-05 0 0.00371252
0.0488281 -2.7832 0.00934122 -0.00017387 -2.49828e-05 -0.191257 -0.027481 0 -0.000173891 -2.4979e-05 0 0.00374256
0.0488281 -2.73438 0.0106854 -0.000198899 -2.50775e-05 -0.218789 -0.0275853 0 -0.00019892 -2.50738e-05 0 0.00377667
0.0488281 -2.68555 0.0120351 -0.00022403 -2.5187e-05 -0.246433 -0.0277057 0 -0.000224051 -2.51834e-05 0 0.00381509
0.0488281 -2.63672 0.013391 -0.000249278 -2.53109e-05 -0.274205 -0.027842 0 -0.000249298 -2.53074e-05 0 0.00385797
0.0488281 -2.58789 0.014754 -0.000274657 -2.5449e-05 -0.302123 -0.0279939 0 -0.000274677 -2.54455e-05 0 0.00390544
0.0488281 -2.53906 0.0161248 -0.000300182 -2.56009e-05 -0.3302 -0.028161 0 -0.0003002 -2.55975e-05 0 0.00395774
0.0488281 -2.49024 0.0175041 -0.000325866 -2.57663e-05 -0.358453 -0.0283429 0 -0.000325883 -2.5763e-05 0 0.00401521
0.0488281 -2.44141 0.0188927 -0.000351723 -2.59449e-05 -0.386896 -0.0285394 0 -0.000351738 -2.59416e-05 0 0.00407811
0.0488281 -2.39258 0.0202912 -0.000377767 -2.61364e-05 -0.415543 -0.02875 0 -0.000377779 -2.61332e-05 0 0.00414683
0.0488281 -2.34375 0.0217003 -0.000404009 -2.63404e-05 -0.44441 -0.0289745 0 -0.000404019 -2.63374e-05 0 0.00422188
0.0488281 -2.29492 0.0231207 -0.000430462 -2.65567e-05 -0.473508 -0.0292123 0 -0.000430469 -2.65537e-05 0 0.00430355
0.0488281 -2.24609 0.0245531 -0.000457139 -2.67846e-05 -0.502853 -0.0294631 0 -0.000457142 -2.67818e-05 0 0.00439237
0.0488281 -2.19727 0.025998 -0.000484051 -2.70238e-05 -0.532456 -0.0297262 0 -0.00048405 -2.70211e-05 0 0.00448899
0.0488281 -2.14844 0.027456 -0.000511209 -2.72736e-05 -0.56233 -0.0300009 0 -0.000511203 -2.72711e-05 0 0.00459398
0.0488281 -2.09961 0.0289277 -0.000538624 -2.75334e-05 -0.592486 -0.0302867 0 -0.000538611 -2.75311e-05 0 0.00470804
0.0488281 -2.05078 0.0304137 -0.000566304 -2.78023e-05 -0.622935 -0.0305825 0 -0.000566286 -2.78002e-05 0 0.0048319
0.0488281 -2.00195 0.0319143 -0.00059426 -2.80794e-05 -0.653686 -0.0308874 0 -0.000594234 -2.80777e-05 0 0.00496593
0.0488281 -1.95313 0.03343 -0.000622498 -2.83637e-05 -0.684747 -0.0312001 0 -0.000622464 -2.83622e-05 0 0.00511141
0.0488281 -1.9043 0.0349612 -0.000651024 -2.86537e-05 -0.716127 -0.0315191 0 -0.000650982 -2.86526e-05 0 0.00527028
0.0488281 -1.85547 0.0365081 -0.000679845 -2.8948e-05 -0.74783 -0.0318428 0 -0.000679794 -2.89473e-05 0 0.00544408
0.0488281 -1.80664 0.0380708 -0.000708964 -2.92448e-05 -0.77986 -0.0321693 0 -0.000708902 -2.92446e-05 0 0.00563374
0.0488281 -1.75781 0.0396496 -0.000738381 -2.95421e-05 -0.812219 -0.0324963 0 -0.000738309 -2.95425e-05 0 0.00584025
0.0488281 -1.70899 0.0412443 -0.000768096 -2.98378e-05 -0.844905 -0.0328215 0 -0.000768013 -2.98388e-05 0 0.00606614
0.0488281 -1.66016 0.0428548 -0.000798106 -3.01292e-05 -0.877917 -0.0331421 0 -0.000798012 -3.01309e-05 0 0.00631441
0.0488281 -1.61133 0.0444808 -0.000828406 -3.04138e-05 -0.911246 -0.0334551 0 -0.0008283 -3.04162e-05 0 0.00658728
0.0488281 -1.5625 0.0461219 -0.000858986 -3.06883e-05 -0.944885 -0.0337572 0 -0.000858869 -3.06916e-05 0 0.00688652
0.0488281 -1.51367 0.0477774 -0.000889836 -3.09497e-05 -0.978819 -0.0340446 0 -0.000889706 -3.09539e-05 0 0.00721408
0.0488281 -1.46485 0.0494466 -0.000920939 -3.11942e-05 -1.01303 -0.0343136 0 -0.000920798 -3.11993e-05 0 0.00757267
0.0488281 -1.41602 0.0511284 -0.000952276 -3.1418e-05 -1.0475 -0.0345598 0 -0.000952124 -3.14242e-05 0 0.00796541
0.0488281 -1.36719 0.0528215 -0.000983826 -3.16172e-05 -1.08221 -0.0347789 0 -0.000983662 -3.16244e-05 0 0.00839586
0.0488281 -1.31836 0.0545247 -0.00101556 -3.17876e-05 -1.11712 -0.0349664 0 -0.00101538 -3.17959e-05 0 0.00886627
0.0488281 -1.26953 0.0562362 -0.00104745 -3.1925e-05 -1.15219 -0.0351175 0 -0.00104726 -3.19343e-05 0 0.00938278
0.0488281 -1.22071 0.0579542 -0.00107945 -3.2025e-05 -1.1874 -0.0352275 0 -0.00107926 -3.20354e-05 0 0.00995311
0.0488281 -1.17188 0.0596764 -0.00111153 -3.20834e-05 -1.22269 -0.0352918 0 -0.00111133 -3.20949e-05 0 0.0105846
0.0488281 -1.12305 0.0614006 -0.00114365 -3.20962e-05 -1.25802 -0.0353058 0 -0.00114344 -3.21086e-05 0 0.0112793
0.0488281 -1.07422 0.0631242 -0.00117575 -3.20594e-05 -1.29333 -0.0352653 0 -0.00117554 -3.20727e-05 0 0.0120324
0.0488281 -1.02539 0.0648445 -0.00120779 -3.19693e-05 -1.32857 -0.0351662 0 -0.00120757 -3.19835e-05 0 0.0128478
0.0488281 -0.976565 0.0665584 -0.0012397 -3.18227e-05 -1.36367 -0.0350049 0 -0.00123948 -3.18375e-05 0 0.0137342
0.0488281 -0.927737 0.0682629 -0.00127144 -3.16166e-05 -1.39858 -0.0347783 0 -0.00127122 -3.16321e-05 0 0.0146966
0.0488281 -0.878908 0.0699548 -0.00130293 -3.13489e-05 -1.43323 -0.0344838 0 -0.00130271 -3.13648e-05 0 0.0157292
0.0488281 -0.83008 0.0716305 -0.00133413 -3.10176e-05 -1.46754 -0.0341194 0 -0.00133391 -3.10338e-05 0 0.0168233
0.0488281 -0.781252 0.0732867 -0.00136495 -3.06217e-05 -1.50144 -0.0336839 0 -0.00136474 -3.0638e-05 0 0.0179719
0.0488281 -0.732424 0.0749199 -0.00139534 -3.01607e-05 -1.53487 -0.0331767 0 -0.00139513 -3.01769e-05 0 0.0191767
0.0488281 -0.683596 0.0765266 -0.00142523 -2.96346e-05 -1.56776 -0.0325981 0 -0.00142504 -2.96508e-05 0 0.020441
0.0488281 -0.634768 0.0781033 -0.00145456 -2.90443e-05 -1.60002 -0.0319487 0 -0.00145438 -2.90601e-05 0 0.0217437
0.0488281 -0.58594 0.0796466 -0.00148326 -2.83908e-05 -1.63159 -0.0312298 0 -0.00148309 -2.84062e-05 0 0.0230626
0.0488281 -0.537112 0.0811531 -0.00151128 -2.76757e-05 -1.66241 -0.0304433 0 -0.00151112 -2.76906e-05 0 0.0243775
0.0488281 -0.488284 0.0826196 -0.00153854 -2.69011e-05 -1.6924 -0.0295913 0 -0.00153841 -2.69155e-05 0 0.0256625
0.0488281 -0.439456 0.0840429 -0.001565 -2.60694e-05 -1.7215 -0.0286764 0 -0.00156488 -2.60831e-05 0 0.0268964
0.0488281 -0.390628 0.08542 -0.0015906 -2.51831e-05 -1.74966 -0.0277015 0 -0.0015905 -2.51961e-05 0 0.0280594
0.0488281 -0.3418 0.0867481 -0.00161527 -2.42452e-05 -1.7768 -0.0266697 0 -0.0016152 -2.42573e-05 0 0.0291249
0.0488281 -0.292972 0.0880245 -0.00163899 -2.32585e-05 -1.80289 -0.0255843 0 -0.00163893 -2.32699e-05 0 0.0300596
0.0488281 -0.244144 0.0892466 -0.00166169 -2.2226e-05 -1.82786 -0.0244486 0 -0.00166165 -2.22367e-05 0 0.0308381
0.0488281 -0.195315 0.090412 -0.00168333 -2.11508e-05 -1.85166 -0.0232658 0 -0.00168332 -2.11608e-05 0 0.0314409
0.0488281 -0.146487 0.0915186 -0.00170387 -2.00354e-05 -1.87426 -0.022039 0 -0.00170389 -2.00448e-05 0 0.0318488
0.0488281 -0.0976593 0.0925643 -0.00172328 -1.88825e-05 -1.89561 -0.0207708 0 -0.00172333 -1.88913e-05 0 0.0320487
0.0488281 -0.0488312 0.093547 -0.00174152 -1.76943e-05 -1.91567 -0.0194638 0 -0.00174159 -1.77026e-05 0 0.0320336
0.0488281 -3.125e-06 0.094465 -0.00175855 -1.64728e-05 -1.9344 -0.0181201 0 -0.00175865 -1.64807e-05 0 0.0318038
0.0488281 0.048825 0.0953166 -0.00177434 -1.52195e-05 -1.95177 -0.0167414 0 -0.00177447 -1.52271e-05 0 0.0313668
0.0488281 0.097653 0.0960999 -0.00178886 -1.39358e-05 -1.96774 -0.0153294 0 -0.00178902 -1.39431e-05 0 0.0307363
0.0488281 0.146481 0.0968136 -0.00180208 -1.2623e-05 -1.98229 -0.0138853 0 -0.00180227 -1.263e-05 0 0.0299317
0.0488281 0.195309 0.0974559 -0.00181398 -1.1282e-05 -1.99537 -0.0124102 0 -0.00181419 -1.12888e-05 0 0.0289723
0.0488281 0.244137 0.0980255 -0.00182451 -9.91398e-06 -2.00697 -0.0109054 0 -0.00182476 -9.92053e-06 0 0.0278851
0.0488281 0.292965 0.0985209 -0.00183367 -8.51969e-06 -2.01704 -0.00937166 0 -0.00183395 -8.52602e-06 0 0.0267038
0.0488281 0.341793 0.0989407 -0.00184143 -7.10002e-06 -2.02557 -0.00781003 0 -0.00184173 -7.10616e-06 0 0.0254535
0.0488281 0.390621 0.0992836 -0.00184775 -5.65579e-06 -2.03252 -0.00622137 0 -0.00184808 -5.66174e-06 0 0.0241529
0.0488281 0.43945 0.0995483 -0.00185261 -4.18774e-06 -2.03787 -0.00460651 0 -0.00185297 -4.19352e-06 0 0.0228242
0.0488281 0.488278 0.0997335 -0.00185599 -2.6966e-06 -2.04159 -0.00296626 0 -0.00185639 -2.70217e-06 0 0.0214953
0.0488281 0.537106 0.0998379 -0.00185788 -1.18319e-06 -2.04367 -0.00130151 0 -0.0018583 -1.18854e-06 0 0.0201868
0.0488281 0.585934 0.0998606 -0.00185824 3.5158e-07 -2.04406 0.000386738 0 -0.00185869 3.46492e-07 0 0.0189223
0.0488281 0.634762 0.0998002 -0.00185705 1.90672e-06 -2.04276 0.00209739 0 -0.00185753 1.90188e-06 0 0.0177173
0.0488281 0.68359 0.0996557 -0.00185431 3.48113e-06 -2.03974 0.00382924 0 -0.00185481 3.47662e-06 0 0.0165672
0.0488281 0.732418 0.0994262 -0.00184998 5.07358e-06 -2.03497 0.00558093 0 -0.0018505 5.06939e-06 0 0.0154726
0.0488281 0.781246 0.0991107 -0.00184404 6.68271e-06 -2.02845 0.00735098 0 -0.0018446 6.67891e-06 0 0.0144408
0.0488281 0.830074 0.0987084 -0.0018365 8.30709e-06 -2.02015 0.0091378 0 -0.00183707 8.30365e-06 0 0.0134831
0.0488281 0.878902 0.0982184 -0.00182732 9.94517e-06 -2.01005 0.0109397 0 -0.00182792 9.94215e-06 0 0.0126022
0.0488281 0.92773 0.09764 -0.0018165 1.15953e-05 -1.99815 0.0127548 0 -0.00181712 1.15927e-05 0 0.0117896
