1:x 2:y 3:p 4:u.x 5:u.y 6:g.x 7:g.y 8:pf 9:uf.x 10:uf.y 11:f 12:predicted_ux 13:predicted_uy 14:predicted_f 15:ff
0 -3.125 0 0 0 0 0 0 0 0 0 0.0157756 2.46539e-05 0.0913966 0
0 -3.07617 0 0 0 0 0 0 0 0 0 0.0157751 2.27346e-05 0.0913969 0
0 -3.02734 0 0 0 0 0 0 0 0 0 0.0157742 1.88898e-05 0.0913976 0
0 -2.97852 0 0 0 0 0 0 0 0 0 0.0157735 1.49828e-05 0.0913982 0
0 -2.92969 0 0 0 0 0 0 0 0 0 0.015773 1.09276e-05 0.0913989 0
0 -2.88086 0 0 0 0 0 0 0 0 0 0.0157726 6.85981e-06 0.0913995 0
0 -2.83203 0 0 0 0 0 0 0 0 0 0.0157724 2.88544e-06 0.0914002 0
0 -2.7832 0 0 0 0 0 0 0 0 0 0.0157723 -1.09748e-06 0.0914009 0
0 -2.73438 0 0 0 0 0 0 0 0 0 0.0157724 -5.14485e-06 0.0914015 0
0 -2.68555 0 0 0 0 0 0 0 0 0 0.0157727 -9.3149e-06 0.0914021 0
0 -2.63672 0 0 0 0 0 0 0 0 0 0.0157732 -1.36028e-05 0.0914028 0
0 -2.58789 0 0 0 0 0 0 0 0 0 0.0157739 -1.7966e-05 0.0914034 0
0 -2.53906 0 0 0 0 0 0 0 0 0 0.0157747 -2.27631e-05 0.0914041 0
0 -2.49024 0 0 0 0 0 0 0 0 0 0.0157758 -2.80092e-05 0.0914047 0
0 -2.44141 0 0 0 0 0 0 0 0 0 0.0157771 -3.33297e-05 0.0914054 0
0 -2.39258 0 0 0 0 0 0 0 0 0 0.0157786 -3.86866e-05 0.091406 0
0 -2.34375 0 0 0 0 0 0 0 0 0 0.0157804 -4.41819e-05 0.0914067 0
0 -2.29492 0 0 0 0 0 0 0 0 0 0.0157824 -4.99633e-05 0.0914074 0
0 -2.24609 0 0 0 0 0 0 0 0 0 0.0157847 -5.59834e-05 0.091408 0
0 -2.19727 0 0 0 0 0 0 0 0 0 0.0157874 -6.21589e-05 0.0914087 0
0 -2.14844 0 0 0 0 0 0 0 0 0 0.0157903 -6.84734e-05 0.0914093 0
0 -2.09961 0 0 0 0 0 0 0 0 0 0.0157937 -7.495e-05 0.09141 0
0 -2.05078 0 0 0 0 0 0 0 0 0 0.0157974 -8.16018e-05 0.0914106 0
0 -2.00195 0 0 0 0 0 0 0 0 0 0.0158015 -8.84446e-05 0.0914112 0
0 -1.95313 0 0 0 0 0 0 0 0 0 0.0158062 -9.56182e-05 0.0914119 0
0 -1.9043 0 0 0 0 0 0 0 0 0 0.0158113 -0.000103131 0.0914125 0
0 -1.85547 0 0 0 0 0 0 0 0 0 0.015817 -0.000110842 0.0914132 0
0 -1.80664 0 0 0 0 0 0 0 0 0 0.0158234 -0.00011875 0.0914139 0
0 -1.75781 0 0 0 0 0 0 0 0 0 0.0158304 -0.000126906 0.0914145 0
0 -1.70899 0 0 0 0 0 0 0 0 0 0.0158382 -0.000135212 0.0914152 0
0 -1.66016 0 0 0 0 0 0 0 0 0 0.0158469 -0.000143624 0.0914158 0
0 -1.61133 0 0 0 0 0 0 0 0 0 0.0158565 -0.000152326 0.0914165 0
0 -1.5625 0 0 0 0 0 0 0 0 0 0.0158672 -0.000161426 0.0914171 0
0 -1.51367 0 0 0 0 0 0 0 0 0 0.015879 -0.000170848 0.0914178 0
0 -1.46485 0 0 0 0 0 0 0 0 0 0.0158921 -0.000180481 0.0914184 0
0 -1.41602 0 0 0 0 0 0 0 0 0 0.0159066 -0.000190259 0.0914191 0
0 -1.36719 0 0 0 0 0 0 0 0 0 0.0159227 -0.000200184 0.0914197 0
0 -1.31836 0 0 0 0 0 0 0 0 0 0.0159405 -0.000210243 0.0914204 0
0 -1.26953 0 0 0 0 0 0 0 0 0 0.0159601 -0.000220333 0.091421 0
0 -1.22071 0 0 0 0 0 0 0 0 0 0.0159817 -0.000230331 0.0914217 0
0 -1.17188 0 0 0 0 0 0 0 0 0 0.0160056 -0.000240175 0.0914223 0
0 -1.12305 0 0 0 0 0 0 0 0 0 0.0160318 -0.000249778 0.091423 0
0 -1.07422 0 0 0 0 0 0 0 0 0 0.0160604 -0.000258964 0.0914236 0
0 -1.02539 0 0 0 0 0 0 0 0 0 0.0160918 -0.000267514 0.0914243 0
0 -0.976565 0 0 0 0 0 0 0 0 0 0.0161259 -0.000275176 0.0914249 0
0 -0.927737 0 0 0 0 0 0 0 0 0 0.0161629 -0.000281696 0.0914256 0
0 -0.878908 0 0 0 0 0 0 0 0 0 0.0162028 -0.000286775 0.0914262 0
0 -0.83008 0 0 0 0 0 0 0 0 0 0.0162456 -0.000290023 0.0914269 0
0 -0.781252 0 0 0 0 0 0 0 0 0 0.0162913 -0.00029107 0.0914275 0
0 -0.732424 0 0 0 0 0 0 0 0 0 0.0163396 -0.000289556 0.0914282 0
0 -0.683596 0 0 0 0 0 0 0 0 0 0.0163903 -0.0002851 0.0914288 0
0 -0.634768 0 0 0 0 0 0 0 0 0 0.016443 -0.000277314 0.0914295 0
0 -0.58594 0 0 0 0 0 0 0 0 0 0.0164973 -0.000265839 0.0914301 0
0 -0.537112 0 0 0 0 0 0 0 0 0 0.0165524 -0.000250282 0.0914308 0
0 -0.488284 0 0 0 0 0 0 0 0 0 0.0166075 -0.000230235 0.0914314 0
0 -0.439456 0 0 0 0 0 0 0 0 0 0.0166618 -0.000205385 0.0914321 0
0 -0.390628 0 0 0 0 0 0 0 0 0 0.0167141 -0.00017558 0.0914327 0
0 -0.3418 0 0 0 0 0 0 0 0 0 0.0167633 -0.000141192 0.0914334 0
0 -0.292972 0 0 0 0 0 0 0 0 0 0.0168083 -0.000102507 0.091434 0
0 -0.244144 0 0 0 0 0 0 0 0 0 0.0168477 -5.94944e-05 0.0914347 0
