1:x 2:y 3:p 4:u.x 5:u.y 6:g.x 7:g.y 8:pf 9:uf.x 10:uf.y 11:f 12:predicted_ux 13:predicted_uy 14:predicted_f 15:ff
0 0.488278 0 0 0 0 0 0 0 0 0 0.016061 0.000198933 0.114139 0
0 0.537106 0 0 0 0 0 0 0 0 0 0.0160565 0.000201136 0.11414 0
0 0.585934 0 0 0 0 0 0 0 0 0 0.0160522 0.000203402 0.114142 0
0 0.634762 0 0 0 0 0 0 0 0 0 0.0160478 0.000205666 0.114143 0
0 0.68359 0 0 0 0 0 0 0 0 0 0.0160436 0.000207827 0.114144 0
0 0.732418 0 0 0 0 0 0 0 0 0 0.0160395 0.000209779 0.114145 0
0 0.781246 0 0 0 0 0 0 0 0 0 0.0160355 0.000211645 0.114146 0
0 0.830074 0 0 0 0 0 0 0 0 0 0.0160316 0.000213562 0.114147 0
0 0.878902 0 0 0 0 0 0 0 0 0 0.0160278 0.000215576 0.114149 0
0 0.92773 0 0 0 0 0 0 0 0 0 0.0160242 0.000217668 0.11415 0
0 0.976558 0 0 0 0 0 0 0 0 0 0.0160207 0.000219937 0.114151 0
0 1.02539 0 0 0 0 0 0 0 0 0 0.0160173 0.000222452 0.114152 0
0 1.07421 0 0 0 0 0 0 0 0 0 0.0160141 0.000225119 0.114153 0
0 1.12304 0 0 0 0 0 0 0 0 0 0.0160109 0.000227655 0.114154 0
0 1.17187 0 0 0 0 0 0 0 0 0 0.0160079 0.00022979 0.114156 0
0 1.2207 0 0 0 0 0 0 0 0 0 0.0160049 0.000231699 0.114157 0
0 1.26953 0 0 0 0 0 0 0 0 0 0.016002 0.000233442 0.114158 0
0 1.31835 0 0 0 0 0 0 0 0 0 0.0159992 0.0002351 0.114159 0
0 1.36718 0 0 0 0 0 0 0 0 0 0.0159965 0.0002368 0.11416 0
0 1.41601 0 0 0 0 0 0 0 0 0 0.0159939 0.000238505 0.114161 0
0 1.46484 0 0 0 0 0 0 0 0 0 0.0159913 0.000240205 0.114163 0
0 1.51367 0 0 0 0 0 0 0 0 0 0.0159887 0.00024185 0.114164 0
0 1.5625 0 0 0 0 0 0 0 0 0 0.0159862 0.000243473 0.114165 0
0 1.61132 0 0 0 0 0 0 0 0 0 0.0159838 0.000245077 0.114166 0
0 1.66015 0 0 0 0 0 0 0 0 0 0.0159814 0.00024641 0.114167 0
0 1.70898 0 0 0 0 0 0 0 0 0 0.015979 0.000247569 0.114168 0
0 1.75781 0 0 0 0 0 0 0 0 0 0.0159767 0.000248883 0.11417 0
0 1.80664 0 0 0 0 0 0 0 0 0 0.0159744 0.000250551 0.114171 0
0 1.85546 0 0 0 0 0 0 0 0 0 0.0159721 0.000253521 0.114172 0
0 1.90429 0 0 0 0 0 0 0 0 0 0.0159699 0.000257864 0.114173 0
0 1.95312 0 0 0 0 0 0 0 0 0 0.0159679 0.000262924 0.114174 0
0 2.00195 0 0 0 0 0 0 0 0 0 0.0159658 0.000268232 0.114175 0
0 2.05078 0 0 0 0 0 0 0 0 0 0.0159638 0.000273525 0.114177 0
0 2.0996 0 0 0 0 0 0 0 0 0 0.0159619 0.000279044 0.114178 0
0 2.14843 0 0 0 0 0 0 0 0 0 0.0159599 0.00028493 0.114179 0
0 2.19726 0 0 0 0 0 0 0 0 0 0.0159579 0.000291031 0.11418 0
0 2.24609 0 0 0 0 0 0 0 0 0 0.015956 0.00029703 0.114181 0
0 2.29492 0 0 0 0 0 0 0 0 0 0.0159541 0.000303023 0.114182 0
0 2.34374 0 0 0 0 0 0 0 0 0 0.0159521 0.000309081 0.114183 0
0 2.39257 0 0 0 0 0 0 0 0 0 0.0159502 0.000315163 0.114185 0
0 2.4414 0 0 0 0 0 0 0 0 0 0.0159483 0.000321252 0.114186 0
0 2.49023 0 0 0 0 0 0 0 0 0 0.0159464 0.000327316 0.114187 0
0 2.53906 0 0 0 0 0 0 0 0 0 0.0159446 0.000333342 0.114188 0
0 2.58788 0 0 0 0 0 0 0 0 0 0.0159427 0.000339359 0.114189 0
0 2.63671 0 0 0 0 0 0 0 0 0 0.0159408 0.000345378 0.11419 0
0 2.68554 0 0 0 0 0 0 0 0 0 0.015939 0.00035143 0.114192 0
0 2.73437 0 0 0 0 0 0 0 0 0 0.0159371 0.00035761 0.114193 0
0 2.7832 0 0 0 0 0 0 0 0 0 0.0159353 0.000364103 0.114194 0
0 2.83203 0 0 0 0 0 0 0 0 0 0.0159334 0.000371608 0.114195 0
0 2.88085 0 0 0 0 0 0 0 0 0 0.0159316 0.000379913 0.114196 0
0 2.92968 0 0 0 0 0 0 0 0 0 0.0159298 0.00038819 0.114197 0
0 2.97851 0 0 0 0 0 0 0 0 0 0.0159279 0.000396414 0.114199 0
0 3.02734 0 0 0 0 0 0 0 0 0 0.0159261 0.000404435 0.1142 0
0 3.07617 0 0 0 0 0 0 0 0 0 0.0159252 0.000408356 0.1142 0
0 3.12499 0 0 0 0 0 0 0 0 0 0.0159252 0.000408356 0.1142 0
