1:x 2:y 3:p 4:u.x 5:u.y 6:g.x 7:g.y 8:pf 9:uf.x 10:uf.y 11:f 12:predicted_ux 13:predicted_uy 14:predicted_f 15:ff
0 -1.9043 0 0 0 0 0 0 0 0 0 0.00949406 -0.00685772 4.10186e-05 0
0 -1.85547 0 0 0 0 0 0 0 0 0 0.00965114 -0.00719271 3.86487e-05 0
0 -1.80664 0 0 0 0 0 0 0 0 0 0.009823 -0.00753645 3.63131e-05 0
0 -1.75781 0 0 0 0 0 0 0 0 0 0.0100112 -0.00788866 3.39546e-05 0
0 -1.70899 0 0 0 0 0 0 0 0 0 0.0102171 -0.00824949 3.15805e-05 0
0 -1.66016 0 0 0 0 0 0 0 0 0 0.0104426 -0.00861896 2.92112e-05 0
0 -1.61133 0 0 0 0 0 0 0 0 0 0.0106898 -0.00899701 2.68358e-05 0
0 -1.5625 0 0 0 0 0 0 0 0 0 0.010961 -0.00938334 2.4465e-05 0
0 -1.51367 0 0 0 0 0 0 0 0 0 0.0112587 -0.00977746 2.20827e-05 0
0 -1.46485 0 0 0 0 0 0 0 0 0 0.0115857 -0.0101786 1.96825e-05 0
0 -1.41602 0 0 0 0 0 0 0 0 0 0.0119449 -0.0105859 1.72576e-05 0
0 -1.36719 0 0 0 0 0 0 0 0 0 0.0123398 -0.0109986 1.48581e-05 0
0 -1.31836 0 0 0 0 0 0 0 0 0 0.0127746 -0.0114146 1.24621e-05 0
0 -1.26953 0 0 0 0 0 0 0 0 0 0.0132529 -0.0118305 1.00514e-05 0
0 -1.22071 0 0 0 0 0 0 0 0 0 0.0137775 -0.0122433 7.63118e-06 0
0 -1.17188 0 0 0 0 0 0 0 0 0 0.0143528 -0.0126491 5.19059e-06 0
0 -1.12305 0 0 0 0 0 0 0 0 0 0.0149846 -0.0130429 2.72381e-06 0
0 -1.07422 0 0 0 0 0 0 0 0 0 0.0156764 -0.0134194 2.61163e-07 0
0 -1.02539 0 0 0 0 0 0 0 0 0 0.0164296 -0.0137716 -2.18338e-06 0
0 -0.976565 0 0 0 0 0 0 0 0 0 0.0172474 -0.0140919 -4.65452e-06 0
0 -0.927737 0 0 0 0 0 0 0 0 0 0.0181333 -0.0143713 -7.13545e-06 0
0 -0.878908 0 0 0 0 0 0 0 0 0 0.0190899 -0.0145996 -9.59245e-06 0
0 -0.83008 0 0 0 0 0 0 0 0 0 0.0201163 -0.0147657 -1.20033e-05 0
0 -0.781252 0 0 0 0 0 0 0 0 0 0.0212089 -0.0148572 -1.43846e-05 0
0 -0.732424 0 0 0 0 0 0 0 0 0 0.0223635 -0.0148609 -1.67667e-05 0
0 -0.683596 0 0 0 0 0 0 0 0 0 0.0235737 -0.0147631 -1.91788e-05 0
0 -0.634768 0 0 0 0 0 0 0 0 0 0.0248305 -0.0145498 -2.15627e-05 0
0 -0.58594 0 0 0 0 0 0 0 0 0 0.026122 -0.0142075 -2.39434e-05 0
0 -0.537112 0 0 0 0 0 0 0 0 0 0.0274328 -0.0137234 -2.63669e-05 0
0 -0.488284 0 0 0 0 0 0 0 0 0 0.0287443 -0.0130868 -2.87603e-05 0
0 -0.439456 0 0 0 0 0 0 0 0 0 0.0300348 -0.0122899 -3.11441e-05 0
0 -0.390628 0 0 0 0 0 0 0 0 0 0.0312798 -0.0113304 -3.35415e-05 0
0 -0.3418 0 0 0 0 0 0 0 0 0 0.0324526 -0.0102078 -3.59201e-05 0
0 -0.292972 0 0 0 0 0 0 0 0 0 0.0335253 -0.00892898 -3.8314e-05 0
0 -0.244144 0 0 0 0 0 0 0 0 0 0.03447 -0.00750478 -4.07142e-05 0
0 -0.195315 0 0 0 0 0 0 0 0 0 0.0352599 -0.00595032 -4.30981e-05 0
0 -0.146487 0 0 0 0 0 0 0 0 0 0.0358715 -0.00429309 -4.54871e-05 0
0 -0.0976593 0 0 0 0 0 0 0 0 0 0.0362855 -0.00254983 -4.78911e-05 0
0 -0.0488312 0 0 0 0 0 0 0 0 0 0.0364881 -0.000754639 -5.02885e-05 0
0 -3.125e-06 0 0 0 0 0 0 0 0 0 0.0364726 0.00107846 -5.26727e-05 0
0 0.048825 0 0 0 0 0 0 0 0 0 0.0362391 0.00292246 -5.50791e-05 0
0 0.097653 0 0 0 0 0 0 0 0 0 0.0357952 0.004693 -5.74911e-05 0
0 0.146481 0 0 0 0 0 0 0 0 0 0.035155 0.00635706 -5.9888e-05 0
0 0.195309 0 0 0 0 0 0 0 0 0 0.0343382 0.00790749 -6.22826e-05 0
0 0.244137 0 0 0 0 0 0 0 0 0 0.0333689 0.00932212 -6.46777e-05 0
0 0.292965 0 0 0 0 0 0 0 0 0 0.032274 0.010587 -6.70578e-05 0
0 0.341793 0 0 0 0 0 0 0 0 0 0.0310815 0.0116934 -6.94474e-05 0
0 0.390621 0 0 0 0 0 0 0 0 0 0.0298196 0.0126342 -7.18375e-05 0
0 0.43945 0 0 0 0 0 0 0 0 0 0.0285148 0.0134086 -7.42499e-05 0
0 0.488278 0 0 0 0 0 0 0 0 0 0.0271916 0.0140216 -7.66736e-05 0
0 0.537106 0 0 0 0 0 0 0 0 0 0.0258717 0.0144819 -7.90647e-05 0
0 0.585934 0 0 0 0 0 0 0 0 0 0.0245734 0.0148006 -8.14759e-05 0
0 0.634762 0 0 0 0 0 0 0 0 0 0.0233119 0.0149907 -8.38812e-05 0
0 0.68359 0 0 0 0 0 0 0 0 0 0.0220989 0.015066 -8.63108e-05 0
0 0.732418 0 0 0 0 0 0 0 0 0 0.0209433 0.0150406 -8.87913e-05 0
0 0.781246 0 0 0 0 0 0 0 0 0 0.0198512 0.0149283 -9.12728e-05 0
0 0.830074 0 0 0 0 0 0 0 0 0 0.0188263 0.0147424 -9.37471e-05 0
0 0.878902 0 0 0 0 0 0 0 0 0 0.0178724 0.0144953 -9.62255e-05 0
0 0.92773 0 0 0 0 0 0 0 0 0 0.0169908 0.0141983 -9.87273e-05 0
0 0.976558 0 0 0 0 0 0 0 0 0 0.016178 0.0138614 -0.00010123 0
0 1.02539 0 0 0 0 0 0 0 0 0 0.0154311 0.0134935 -0.000103744 0
0 1.07421 0 0 0 0 0 0 0 0 0 0.0147473 0.0131026 -0.000106237 0
0 1.12304 0 0 0 0 0 0 0 0 0 0.0141221 0.0126951 -0.000108754 0
0 1.17187 0 0 0 0 0 0 0 0 0 0.0135513 0.0122768 -0.00011131 0
0 1.2207 0 0 0 0 0 0 0 0 0 0.0130313 0.0118523 -0.000113866 0
0 1.26953 0 0 0 0 0 0 0 0 0 0.0125589 0.0114255 -0.000116451 0
0 1.31835 0 0 0 0 0 0 0 0 0 0.0121298 0.0109995 -0.000119035 0
0 1.36718 0 0 0 0 0 0 0 0 0 0.0117398 0.0105768 -0.000121582 0
0 1.41601 0 0 0 0 0 0 0 0 0 0.0113854 0.0101592 -0.000124136 0
0 1.46484 0 0 0 0 0 0 0 0 0 0.0110636 0.00974822 -0.0001267 0
0 1.51367 0 0 0 0 0 0 0 0 0 0.0107716 0.00934544 -0.000129242 0
0 1.5625 0 0 0 0 0 0 0 0 0 0.0105064 0.00895211 -0.000131822 0
0 1.61132 0 0 0 0 0 0 0 0 0 0.0102652 0.00856814 -0.000134414 0
0 1.66015 0 0 0 0 0 0 0 0 0 0.0100465 0.0081932 -0.00013696 0
0 1.70898 0 0 0 0 0 0 0 0 0 0.00984815 0.00782736 -0.000139508 0
0 1.75781 0 0 0 0 0 0 0 0 0 0.0096674 0.00747053 -0.000142081 0
0 1.80664 0 0 0 0 0 0 0 0 0 0.00950227 0.00712251 -0.000144646 0
0 1.85546 0 0 0 0 0 0 0 0 0 0.00935125 0.00678306 -0.000147218 0
0 1.90429 0 0 0 0 0 0 0 0 0 0.00921299 0.00645184 -0.000149802 0
0 1.95312 0 0 0 0 0 0 0 0 0 0.00908649 0.00612876 -0.00015236 0
0 2.00195 0 0 0 0 0 0 0 0 0 0.00897079 0.00581397 -0.000154915 0
0 2.05078 0 0 0 0 0 0 0 0 0 0.00886476 0.00550737 -0.000157496 0
0 2.0996 0 0 0 0 0 0 0 0 0 0.00876743 0.00520819 -0.00016009 0
0 2.14843 0 0 0 0 0 0 0 0 0 0.00867805 0.00491533 -0.000162679 0
0 2.19726 0 0 0 0 0 0 0 0 0 0.00859599 0.00462897 -0.000165282 0
0 2.24609 0 0 0 0 0 0 0 0 0 0.0085208 0.00434873 -0.000167871 0
0 2.29492 0 0 0 0 0 0 0 0 0 0.00845204 0.00407284 -0.000170473 0
0 2.34374 0 0 0 0 0 0 0 0 0 0.00838918 0.0038017 -0.000173114 0
0 2.39257 0 0 0 0 0 0 0 0 0 0.00833173 0.00353595 -0.000175743 0
0 2.4414 0 0 0 0 0 0 0 0 0 0.00827935 0.00327415 -0.000178358 0
0 2.49023 0 0 0 0 0 0 0 0 0 0.00823174 0.00301468 -0.000180965 0
0 2.53906 0 0 0 0 0 0 0 0 0 0.00818865 0.00275691 -0.000183569 0
0 2.58788 0 0 0 0 0 0 0 0 0 0.00814985 0.00250068 -0.000186203 0
0 2.63671 0 0 0 0 0 0 0 0 0 0.00811516 0.00224688 -0.000188838 0
0 2.68554 0 0 0 0 0 0 0 0 0 0.00808442 0.00199461 -0.000191457 0
0 2.73437 0 0 0 0 0 0 0 0 0 0.00805747 0.00174259 -0.000194087 0
0 2.7832 0 0 0 0 0 0 0 0 0 0.00803419 0.00149247 -0.000196729 0
0 2.83203 0 0 0 0 0 0 0 0 0 0.00801448 0.00124581 -0.000199377 0
0 2.88085 0 0 0 0 0 0 0 0 0 0.00799828 0.00100389 -0.000201998 0
0 2.92968 0 0 0 0 0 0 0 0 0 0.0079855 0.000766078 -0.000204626 0
0 2.97851 0 0 0 0 0 0 0 0 0 0.00797607 0.000531519 -0.000207269 0
0 3.02734 0 0 0 0 0 0 0 0 0 0.00796999 0.000299326 -0.000209913 0
0 3.07617 0 0 0 0 0 0 0 0 0 0.00796777 0.000183531 -0.000211236 0
0 3.12499 0 0 0 0 0 0 0 0 0 0.00796777 0.000183531 -0.000211236 0
